Dist Code,Year,State Code,State Name,Dist Name,Crop Name,AREA (1000 ha),PRODUCTION (1000 tons),YIELD (Tons per 1000 ha),Annual Rainfall(Millimeters),IRRIGATED AREA (per ha),TOTAL AREA (1000 ha),GROSS CROPPED AREA (1000 ha),TOTAL FERTILIZER CONSUMPTION (tons)
53,2013,1,Andhra Pradesh,Kadapa YSR,Cotton,35.92,9.51,0.264755011,689.2,7.98,1535.9,418.87,77696
53,2014,1,Andhra Pradesh,Kadapa YSR,Cotton,35.59,10.73,0.301489182,432.6,10.61,1535.9,354.73,60921
53,2015,1,Andhra Pradesh,Kadapa YSR,Cotton,33.51,8.59,0.256341391,1012.5,6.06,1535.9,396.86,75943
53,2016,1,Andhra Pradesh,Kadapa YSR,Cotton,19.4,3.23,0.166494845,888,3.85,1535.9,375.05,78976
53,2017,1,Andhra Pradesh,Kadapa YSR,Cotton,24.8,3.24,0.130645161,1015,4.36,1535.9,371.03,84063
54,2000,1,Andhra Pradesh,Chittoor,Cotton,0.02,0,0,657,0.02,1498.77,481.82,48075
54,2001,1,Andhra Pradesh,Chittoor,Cotton,0,0,0,586.2,0,1499,471,46858
54,2002,1,Andhra Pradesh,Chittoor,Cotton,0,0,0,803,0,1499,363,40634
54,2003,1,Andhra Pradesh,Chittoor,Cotton,0,0,0,1347,0,1498.77,390.34,36270
54,2004,1,Andhra Pradesh,Chittoor,Cotton,0,0,0,741.2,0,1498.77,443.01,45582
54,2005,1,Andhra Pradesh,Chittoor,Cotton,0,0,0,1072,0,1498.77,457.55,52133
54,2006,1,Andhra Pradesh,Chittoor,Cotton,0,0,0,970,0,1515.1,346.4,47563
54,2007,1,Andhra Pradesh,Chittoor,Cotton,0,0,0,709,0,1515.1,408.51,52008
54,2008,1,Andhra Pradesh,Chittoor,Cotton,0.02,0.01,0.5,1086,0.02,1515.1,431.39,67749
54,2009,1,Andhra Pradesh,Chittoor,Cotton,0.07,0.02,0.285714286,952.5,0.06,1515.1,404.48,76023
54,2010,1,Andhra Pradesh,Chittoor,Cotton,0.24,0.02,0.083333333,1002.5,0.2,1515.1,437.63,67756
54,2011,1,Andhra Pradesh,Chittoor,Cotton,0.4,0.01,0.025,856,0.4,1515.1,408.35,69611
54,2012,1,Andhra Pradesh,Chittoor,Cotton,0.54,0.12,0.222222222,600.4,0.54,1515.1,401.09,53288
54,2013,1,Andhra Pradesh,Chittoor,Cotton,0.35,0.16,0.457142857,1418.9,0.35,1515.1,417.07,47808
54,2014,1,Andhra Pradesh,Chittoor,Cotton,0.85,0.36,0.423529412,NA,0.81,1515.1,378.84,50883
54,2015,1,Andhra Pradesh,Chittoor,Cotton,1.14,0.36,0.315789474,NA,1.14,1515.1,430.2,67508
54,2016,1,Andhra Pradesh,Chittoor,Cotton,0.78,0.31,0.397435897,NA,0.76,1515.1,404.22,60481
54,2017,1,Andhra Pradesh,Chittoor,Cotton,0.5,0.24,0.48,NA,0.5,1515.1,420.58,68242
