Dist Code,Year,State Code,State Name,Dist Name,Crop Name,AREA (1000 ha),PRODUCTION (1000 tons),YIELD (Tons per 1000 ha),Annual Rainfall(Millimeters),IRRIGATED AREA (per ha),TOTAL AREA (1000 ha),GROSS CROPPED AREA (1000 ha),TOTAL FERTILIZER CONSUMPTION (tons)
44,2000,1,Andhra Pradesh,Srikakulam,Rice,274.6,511.34,1.86212673,982,177.21,899.31,638.03,56733
44,2001,1,Andhra Pradesh,Srikakulam,Rice,235.44,502.11,2.13264526,1053,153.83,899,614,52182
44,2002,1,Andhra Pradesh,Srikakulam,Rice,201.5,328.5,1.630272953,799,138.48,899,539.5,44893
44,2003,1,Andhra Pradesh,Srikakulam,Rice,246.96,545.82,2.210155491,1306,163.83,899.31,620.14,55358
44,2004,1,Andhra Pradesh,Srikakulam,Rice,256.78,601.96,2.344263572,970,167.72,899.31,631.74,57747
44,2005,1,Andhra Pradesh,Srikakulam,Rice,206.8,351.86,1.701450677,1176,141.93,899.31,581.6,57448
44,2006,1,Andhra Pradesh,Srikakulam,Rice,256.64,640.67,2.496376247,1277,169.34,910.65,657.15,65354
44,2007,1,Andhra Pradesh,Srikakulam,Rice,266.55,803.55,3.014631401,1203,173.82,910.65,674.95,64004
44,2008,1,Andhra Pradesh,Srikakulam,Rice,271.17,570.58,2.104141314,1026,175.5,910.65,634.99,72641
44,2009,1,Andhra Pradesh,Srikakulam,Rice,233.89,497.78,2.128265424,803,156.59,910.65,591.49,77254
44,2010,1,Andhra Pradesh,Srikakulam,Rice,279.72,358.64,1.282139282,1621.7,181.39,910.65,637.64,84205
44,2011,1,Andhra Pradesh,Srikakulam,Rice,272.7,537.7,1.971763843,934.6,180.35,910.65,617.88,84582
44,2012,1,Andhra Pradesh,Srikakulam,Rice,271.63,689.11,2.536943637,1289.2,181.25,910.65,608.88,74622
44,2013,1,Andhra Pradesh,Srikakulam,Rice,261.53,500.73,1.914617826,1421.9,175.41,910.65,592.96,72867
44,2014,1,Andhra Pradesh,Srikakulam,Rice,272.51,613.59,2.251623794,1274.3,181.16,910.65,605.4,76244
44,2015,1,Andhra Pradesh,Srikakulam,Rice,270.13,664.52,2.46000074,952.4,179.52,910.65,594.94,82725
44,2016,1,Andhra Pradesh,Srikakulam,Rice,268.4,801.97,2.987965723,NA,179.02,910.65,599.15,83258
44,2017,1,Andhra Pradesh,Srikakulam,Rice,279.15,735.77,2.635751388,NA,185.86,910.65,635.83,87531
45,2000,1,Andhra Pradesh,Visakhapatnam,Rice,184.25,300.2,1.629308005,1071,90.41,1449.3,660.01,42775
45,2001,1,Andhra Pradesh,Visakhapatnam,Rice,145.4,257.47,1.770770289,1092,65.59,1449,607,41101
45,2002,1,Andhra Pradesh,Visakhapatnam,Rice,111.5,122.5,1.098654709,708,41.54,1449,535.5,33325
45,2003,1,Andhra Pradesh,Visakhapatnam,Rice,145.18,264.17,1.819603251,1234,61.3,1449.3,588.02,42565
45,2004,1,Andhra Pradesh,Visakhapatnam,Rice,161.6,312.13,1.931497525,946,70.24,1449.3,605.6,45010
45,2005,1,Andhra Pradesh,Visakhapatnam,Rice,137.67,202.41,1.470254958,1325,62.14,1449.3,552.86,46971
45,2006,1,Andhra Pradesh,Visakhapatnam,Rice,154.97,325.04,2.097438214,1207,69.08,1443.05,582.88,54175
45,2007,1,Andhra Pradesh,Visakhapatnam,Rice,162.44,385.24,2.371583354,1238,73.08,1443.05,599.22,48838
45,2008,1,Andhra Pradesh,Visakhapatnam,Rice,167.39,328.35,1.961586714,1030,76.22,1443.05,582.71,50823
45,2009,1,Andhra Pradesh,Visakhapatnam,Rice,122.53,193.17,1.576511875,873,44.88,1443.05,502.01,63015
45,2010,1,Andhra Pradesh,Visakhapatnam,Rice,184.32,376.1,2.04047309,1793.8,91.69,1443.05,576.86,59472
45,2011,1,Andhra Pradesh,Visakhapatnam,Rice,174.41,303.62,1.740840548,932.8,84.5,1443.05,550.09,59215
45,2012,1,Andhra Pradesh,Visakhapatnam,Rice,166.65,312.24,1.873627363,1217.9,81.17,1443.05,546.4,49408
45,2013,1,Andhra Pradesh,Visakhapatnam,Rice,163.79,330.13,2.015568716,1082.5,82,1443.05,547.85,68094
45,2014,1,Andhra Pradesh,Visakhapatnam,Rice,167.72,343.73,2.049427617,1092.6,83.47,1443.05,549.2,59264
45,2015,1,Andhra Pradesh,Visakhapatnam,Rice,170.96,416.89,2.438523631,1210.4,85.11,1443.05,536.83,57933
45,2016,1,Andhra Pradesh,Visakhapatnam,Rice,172.56,436.84,2.531525267,NA,88.8,1443.05,526.31,54768
45,2017,1,Andhra Pradesh,Visakhapatnam,Rice,173.38,421.22,2.429461299,NA,89.12,1443.05,525.53,65445
46,2000,1,Andhra Pradesh,East Godavari,Rice,416.83,1366.63,3.278626778,1013,396.87,1081.84,764.91,155762
46,2001,1,Andhra Pradesh,East Godavari,Rice,386.59,1330,3.440337308,1029,376.68,1082,736,146987
46,2002,1,Andhra Pradesh,East Godavari,Rice,301,1043,3.465116279,715,295.29,1082,618,118808
46,2003,1,Andhra Pradesh,East Godavari,Rice,399.99,1631.55,4.078976974,1054,387.49,1081.84,755.89,141823
46,2004,1,Andhra Pradesh,East Godavari,Rice,387.42,1509.91,3.897346549,875,377.32,1081.84,729.15,148390
46,2005,1,Andhra Pradesh,East Godavari,Rice,387.42,1149.65,2.967451345,1362,380.4,1081.84,747.61,157945
46,2006,1,Andhra Pradesh,East Godavari,Rice,396.89,1393.55,3.511174381,1208,387.7,1080.7,766.49,145283
46,2007,1,Andhra Pradesh,East Godavari,Rice,410.78,1518.59,3.696845027,1260,400.52,1080.7,789.8,158749
46,2008,1,Andhra Pradesh,East Godavari,Rice,410.09,1513.26,3.690068034,1200,400.79,1080.7,739.27,179857
46,2009,1,Andhra Pradesh,East Godavari,Rice,306.58,1073.1,3.500228325,719,303.19,1080.7,598.16,149592
46,2010,1,Andhra Pradesh,East Godavari,Rice,410.53,1357.62,3.306993399,1953.6,403.08,1080.7,714.12,193102
46,2011,1,Andhra Pradesh,East Godavari,Rice,337.09,1176.83,3.491144798,845,331.37,1080.7,636.36,182137
46,2012,1,Andhra Pradesh,East Godavari,Rice,401.06,1101.91,2.747494141,1445.3,394.93,1080.7,694.07,174272
46,2013,1,Andhra Pradesh,East Godavari,Rice,404.68,1211.71,2.994242364,1120.2,398.4,1080.7,691.55,169372
46,2014,1,Andhra Pradesh,East Godavari,Rice,394.12,1563.23,3.966380798,635.7,384.96,1260.16,683.86,162055
46,2015,1,Andhra Pradesh,East Godavari,Rice,381.74,1445.57,3.786792057,1099.1,369.55,1280.53,679.31,161378
46,2016,1,Andhra Pradesh,East Godavari,Rice,383.96,1627.03,4.237498698,NA,372.49,1280.53,682.57,173169
46,2017,1,Andhra Pradesh,East Godavari,Rice,386.54,1672.79,4.327598696,NA,375.58,1280.53,666.04,143492
47,2000,1,Andhra Pradesh,West Godavari,Rice,471.67,1652.88,3.504314457,959,464.57,779.54,696.93,202886
47,2001,1,Andhra Pradesh,West Godavari,Rice,414.2,1473.13,3.556566876,851,412.02,780,649,171002
47,2002,1,Andhra Pradesh,West Godavari,Rice,332,1166,3.512048193,603,330.55,780,591,167271
47,2003,1,Andhra Pradesh,West Godavari,Rice,410.22,1679.72,4.094680903,959,407.13,779.54,670.78,196758
47,2004,1,Andhra Pradesh,West Godavari,Rice,420,1649.57,3.927547619,811,416.8,779.54,672.31,221747
47,2005,1,Andhra Pradesh,West Godavari,Rice,446.02,1363.27,3.056522129,1266,443.03,779.54,708.58,241746
47,2006,1,Andhra Pradesh,West Godavari,Rice,434.04,1557.11,3.587480417,1068,431.79,774.2,699.78,224110
47,2007,1,Andhra Pradesh,West Godavari,Rice,445.32,1639.14,3.680813797,1082,442.09,774.2,706.94,250288
47,2008,1,Andhra Pradesh,West Godavari,Rice,450.46,1600.38,3.552768281,1264,447.02,774.2,724.58,272323
47,2009,1,Andhra Pradesh,West Godavari,Rice,328.58,1115.06,3.393572342,673,328.58,774.2,617.94,255103
47,2010,1,Andhra Pradesh,West Godavari,Rice,456.52,1490.32,3.264522912,1733.4,455.69,774.2,768.36,257831
47,2011,1,Andhra Pradesh,West Godavari,Rice,363.79,1308.47,3.596772863,899.3,360.94,774.2,694.81,284939
47,2012,1,Andhra Pradesh,West Godavari,Rice,422.51,1289.34,3.05162008,1611.9,421.04,774.2,699.1,261657
47,2013,1,Andhra Pradesh,West Godavari,Rice,420.62,1342.34,3.191336598,1006.1,419.08,774.2,696.99,252158
47,2014,1,Andhra Pradesh,West Godavari,Rice,409.29,1624.32,3.968628601,861.1,407.03,850.67,691.11,252937
47,2015,1,Andhra Pradesh,West Godavari,Rice,403.8,1558.51,3.859608717,1053.9,401.83,850.67,693.23,264345
47,2016,1,Andhra Pradesh,West Godavari,Rice,399.41,1666.1,4.171402819,NA,398.3,850.66,687.42,243604
47,2017,1,Andhra Pradesh,West Godavari,Rice,393.22,1693.91,4.307792076,NA,392.44,850.66,696.59,202632
48,2000,1,Andhra Pradesh,Krishna,Rice,394.26,1277.1,3.239232993,1049,392.93,879.69,714.92,192036
48,2001,1,Andhra Pradesh,Krishna,Rice,343.59,1073.14,3.12331558,903,343.1,880,679,177713
48,2002,1,Andhra Pradesh,Krishna,Rice,246,767,3.117886179,619,244.62,880,631,140636
48,2003,1,Andhra Pradesh,Krishna,Rice,229.85,545.92,2.375114205,965,229.41,879.69,611.71,154301
48,2004,1,Andhra Pradesh,Krishna,Rice,255.32,836.43,3.27600658,818,254.91,879.69,661.11,158841
48,2005,1,Andhra Pradesh,Krishna,Rice,359.25,1106.6,3.080306193,1147,358.92,879.69,715.03,214399
48,2006,1,Andhra Pradesh,Krishna,Rice,346.3,876.86,2.53208201,1185,346.05,872.7,716.34,197961
48,2007,1,Andhra Pradesh,Krishna,Rice,354.98,1299.03,3.659445603,984,354.82,872.7,737.77,192457
48,2008,1,Andhra Pradesh,Krishna,Rice,394.53,1427.3,3.617722353,1289,394.53,872.7,756.24,209255
48,2009,1,Andhra Pradesh,Krishna,Rice,336.64,1209.29,3.592235029,724,336.64,872.7,715.99,210738
48,2010,1,Andhra Pradesh,Krishna,Rice,355.34,1090.69,3.069426465,1770.8,355.16,872.7,787.42,245037
48,2011,1,Andhra Pradesh,Krishna,Rice,272.03,1011.54,3.718486932,876.5,271.71,872.7,726.44,204543
48,2012,1,Andhra Pradesh,Krishna,Rice,264.53,950.52,3.593240842,1509.6,264.18,872.7,700.62,201232
48,2013,1,Andhra Pradesh,Krishna,Rice,363.32,1175.52,3.235494881,1317.3,363.32,872.7,728.5,254816
48,2014,1,Andhra Pradesh,Krishna,Rice,288.04,998.8,3.467573948,622.9,288.04,872.7,677,213768
48,2015,1,Andhra Pradesh,Krishna,Rice,220.68,762.64,3.455863694,944.8,220.68,872.7,609.36,166014
48,2016,1,Andhra Pradesh,Krishna,Rice,231.41,897.72,3.879348343,NA,231.41,872.7,624.32,157400
48,2017,1,Andhra Pradesh,Krishna,Rice,258.73,1031.95,3.988520852,NA,258.73,872.7,649.05,144402
49,2000,1,Andhra Pradesh,Guntur,Rice,373.44,1254.72,3.359897172,991,302.74,1921.29,1169.02,218116
49,2001,1,Andhra Pradesh,Guntur,Rice,385.18,1355.41,3.518900254,886,314.91,1921.44,1100.04,214143
49,2002,1,Andhra Pradesh,Guntur,Rice,235.9,723.46,3.066807969,565,203.88,1921.44,980.24,160608
49,2003,1,Andhra Pradesh,Guntur,Rice,197.48,555.61,2.813500101,914,174.5,1921.29,1041.6,189914
49,2004,1,Andhra Pradesh,Guntur,Rice,304.69,1050.21,3.446814795,755,260.39,1921.29,1078.53,237440
49,2005,1,Andhra Pradesh,Guntur,Rice,389.04,1227.43,3.15502262,973,319.85,1921.29,1111.84,274419
49,2006,1,Andhra Pradesh,Guntur,Rice,373.26,1079.02,2.890799979,797,317.46,1949.9,1075.09,291354
49,2007,1,Andhra Pradesh,Guntur,Rice,366.01,1272.54,3.476790252,982,307.25,1949.9,1150.58,317422
49,2008,1,Andhra Pradesh,Guntur,Rice,393.29,1368.83,3.480459712,988,332.85,1949.9,1137.34,352832
49,2009,1,Andhra Pradesh,Guntur,Rice,362.3,1291.65,3.565139387,576,302.87,1949.9,1084.65,376427
49,2010,1,Andhra Pradesh,Guntur,Rice,401.59,1090.52,2.715505864,1460.5,329.47,1949.9,1216.99,403342
49,2011,1,Andhra Pradesh,Guntur,Rice,347.32,1316.41,3.790193482,610.9,292.79,1949.9,1122.07,378344
49,2012,1,Andhra Pradesh,Guntur,Rice,206.87,725.08,3.505003142,1012.7,183.06,1949.9,1032.63,271238
49,2013,1,Andhra Pradesh,Guntur,Rice,391.92,1340.84,3.42120841,1161.5,328.17,1949.9,1179.76,327909
49,2014,1,Andhra Pradesh,Guntur,Rice,333.74,1298.65,3.891202733,681.4,285.3,1949.9,1088.05,325271
49,2015,1,Andhra Pradesh,Guntur,Rice,183.64,557.07,3.033489436,713.5,163.22,1949.9,958.78,284419
49,2016,1,Andhra Pradesh,Guntur,Rice,194.37,801.72,4.124710603,NA,175.94,1949.9,962.44,320742
49,2017,1,Andhra Pradesh,Guntur,Rice,224.27,936.37,4.175190618,NA,202.49,1949.9,1024.97,288488
50,2000,1,Andhra Pradesh,S.P.S. Nellore,Rice,243.96,718.96,2.947040498,1011,184.76,1967.38,579.01,111262
50,2001,1,Andhra Pradesh,S.P.S. Nellore,Rice,266.4,903.4,3.391141141,1283,207.27,1967.32,581.12,112287
50,2002,1,Andhra Pradesh,S.P.S. Nellore,Rice,243.7,729.38,2.992942142,972,217.6,1967.32,587.72,105022
50,2003,1,Andhra Pradesh,S.P.S. Nellore,Rice,172.45,460.2,2.668599594,805,151.08,1967.38,533.45,90759
50,2004,1,Andhra Pradesh,S.P.S. Nellore,Rice,222.31,753.43,3.389096307,1035,184.42,1967.38,614.12,119155
50,2005,1,Andhra Pradesh,S.P.S. Nellore,Rice,264.49,953.33,3.604408484,1421,206.1,1967.38,606.46,146959
50,2006,1,Andhra Pradesh,S.P.S. Nellore,Rice,287.93,1017.15,3.532629459,893.9,241.1,1977.39,630.87,157844
50,2007,1,Andhra Pradesh,S.P.S. Nellore,Rice,282.96,1031.46,3.645250212,1277,233.84,1977.39,673.98,162789
50,2008,1,Andhra Pradesh,S.P.S. Nellore,Rice,307.02,1180.07,3.843625822,1060,256.17,1977.39,670.38,191418
50,2009,1,Andhra Pradesh,S.P.S. Nellore,Rice,315.99,1189.95,3.765783727,916,265.07,1977.39,667.39,220937
50,2010,1,Andhra Pradesh,S.P.S. Nellore,Rice,330.44,1202.9,3.640297785,1397.6,269.73,1977.39,750.44,214613
50,2011,1,Andhra Pradesh,S.P.S. Nellore,Rice,299.61,1193.7,3.984179433,1087,253.27,1977.39,690.43,205950
50,2012,1,Andhra Pradesh,S.P.S. Nellore,Rice,270.94,1098.63,4.054883,911,249.54,1977.39,667.34,161749
50,2013,1,Andhra Pradesh,S.P.S. Nellore,Rice,277.55,1113.37,4.011421366,871.8,223.05,1977.39,635.93,172316
50,2014,1,Andhra Pradesh,S.P.S. Nellore,Rice,280.73,1123.27,4.00124675,705.3,239.07,1977.39,624.53,184357
50,2015,1,Andhra Pradesh,S.P.S. Nellore,Rice,305.12,1357.59,4.449364185,1385.3,287.01,1977.39,696.39,207158
50,2016,1,Andhra Pradesh,S.P.S. Nellore,Rice,219.86,919.78,4.183480397,NA,204.01,1977.39,571.9,160604
50,2017,1,Andhra Pradesh,S.P.S. Nellore,Rice,242.52,1105.54,4.558551872,NA,224.34,1977.39,571.29,157410
51,2000,1,Andhra Pradesh,Kurnool,Rice,130.7,421.25,3.223029839,922,102.93,2034.28,1097.77,156482
51,2001,1,Andhra Pradesh,Kurnool,Rice,105.36,303.52,2.880789674,718,80.21,2034.24,1005.84,139645
51,2002,1,Andhra Pradesh,Kurnool,Rice,69.4,150.16,2.163688761,559,55.5,2034.24,1010.04,124866
51,2003,1,Andhra Pradesh,Kurnool,Rice,46.96,131.41,2.798339012,759,36.01,2034.28,1044.9,126406
51,2004,1,Andhra Pradesh,Kurnool,Rice,88.49,298.8,3.376652729,590,72.13,2034.28,1060.11,159702
51,2005,1,Andhra Pradesh,Kurnool,Rice,132.54,436.21,3.291157386,801,106.88,2034.28,1095.51,195549
51,2006,1,Andhra Pradesh,Kurnool,Rice,112.54,374.52,3.327883419,592,92.83,2047.82,1053.98,177849
51,2007,1,Andhra Pradesh,Kurnool,Rice,129.08,456.86,3.539355438,1009,108.48,2047.82,1145.73,201146
51,2008,1,Andhra Pradesh,Kurnool,Rice,132.47,454.09,3.427870461,660,111.26,2047.82,1099.95,230482
51,2009,1,Andhra Pradesh,Kurnool,Rice,147.35,492.63,3.343264337,759,126.54,2047.82,1106.39,256102
51,2010,1,Andhra Pradesh,Kurnool,Rice,162.16,480.21,2.961334484,824.1,136.96,2047.82,1140.98,263575
51,2011,1,Andhra Pradesh,Kurnool,Rice,125.68,448.24,3.566518141,500.4,106.51,2047.82,1064.02,256399
51,2012,1,Andhra Pradesh,Kurnool,Rice,97.75,367.26,3.75713555,609.3,89.02,2047.82,1101.16,199655
51,2013,1,Andhra Pradesh,Kurnool,Rice,147.06,543.56,3.696178431,703.4,124.24,2047.82,1111.91,257827
51,2014,1,Andhra Pradesh,Kurnool,Rice,131.75,509.21,3.864971537,628.9,114.23,2047.82,1094.79,275660
51,2015,1,Andhra Pradesh,Kurnool,Rice,62.69,200.17,3.19301324,470.3,54.04,2047.82,1015.53,244906
51,2016,1,Andhra Pradesh,Kurnool,Rice,115.13,457.91,3.977329975,NA,107.49,2047.82,1065.17,274714
51,2017,1,Andhra Pradesh,Kurnool,Rice,109.67,391.52,3.569982675,NA,100.65,2047.82,1041.63,245839
52,2000,1,Andhra Pradesh,Ananthapur,Rice,62,174.92,2.821290323,642,61.85,1913.49,1102.86,61290
52,2001,1,Andhra Pradesh,Ananthapur,Rice,71,204.52,2.88056338,662,70.94,1913,1085,67064
52,2002,1,Andhra Pradesh,Ananthapur,Rice,40,86,2.15,386.6,39.9,1913,1045,67351
52,2003,1,Andhra Pradesh,Ananthapur,Rice,28.34,70.35,2.482357092,664,28.32,1913.49,1001.94,51811
52,2004,1,Andhra Pradesh,Ananthapur,Rice,33.58,106.67,3.17659321,514,33.5,1913.49,1135.89,61486
52,2005,1,Andhra Pradesh,Ananthapur,Rice,48.15,125.56,2.60768432,772,48.06,1913.49,1169.24,78934
52,2006,1,Andhra Pradesh,Ananthapur,Rice,33.2,99.4,2.993975904,434,33.13,1913,975.43,70292
52,2007,1,Andhra Pradesh,Ananthapur,Rice,44.49,132.52,2.978646887,736,44.35,1913,1187.73,85389
52,2008,1,Andhra Pradesh,Ananthapur,Rice,48.72,144.43,2.964490969,764,48.71,1913,1153.63,97433
52,2009,1,Andhra Pradesh,Ananthapur,Rice,51.65,148.41,2.873378509,575,51.65,1913,900.53,119425
52,2010,1,Andhra Pradesh,Ananthapur,Rice,59.8,171.4,2.866220736,755.9,59.68,1913,1180.08,129096
52,2011,1,Andhra Pradesh,Ananthapur,Rice,48.67,120.07,2.467022807,482,48.38,1913,1114.08,120677
52,2012,1,Andhra Pradesh,Ananthapur,Rice,29.05,76.45,2.631669535,536,29.04,1913,1083.52,89657
52,2013,1,Andhra Pradesh,Ananthapur,Rice,40.4,87.94,2.176732673,501.7,40.34,1913,1106.37,79396
52,2014,1,Andhra Pradesh,Ananthapur,Rice,29.21,82.53,2.82540226,437.8,29.2,1913,942.31,77468
52,2015,1,Andhra Pradesh,Ananthapur,Rice,33.62,97.65,2.904521118,708.8,33.61,1913,920.18,85816
52,2016,1,Andhra Pradesh,Ananthapur,Rice,22.89,57.43,2.508955876,NA,22.88,1913,919.51,79252
52,2017,1,Andhra Pradesh,Ananthapur,Rice,30.91,86.36,2.793917826,NA,30.89,1913,842.17,76485
53,2000,1,Andhra Pradesh,Kadapa YSR,Rice,67.84,176.25,2.598024764,764,67.63,1537.84,456.34,55811
53,2001,1,Andhra Pradesh,Kadapa YSR,Rice,75.77,195.11,2.575029695,881,75.76,1538,427,54236
53,2002,1,Andhra Pradesh,Kadapa YSR,Rice,36,72,2,468,36.55,1538,423,49804
53,2003,1,Andhra Pradesh,Kadapa YSR,Rice,34.12,84.06,2.463657679,373,34.07,1537.84,440.82,42571
53,2004,1,Andhra Pradesh,Kadapa YSR,Rice,52.62,161.04,3.060433295,602,52.62,1537.84,473.96,49994
53,2005,1,Andhra Pradesh,Kadapa YSR,Rice,66.75,141.62,2.12164794,855,66.75,1537.84,498.04,56455
53,2006,1,Andhra Pradesh,Kadapa YSR,Rice,46.91,125.46,2.674483053,517,46.91,1535.9,365.03,48683
53,2007,1,Andhra Pradesh,Kadapa YSR,Rice,62.56,184.06,2.94213555,1006,62.56,1535.9,472.25,62771
53,2008,1,Andhra Pradesh,Kadapa YSR,Rice,65.07,128.44,1.973874289,700,65.07,1535.9,504.32,92194
53,2009,1,Andhra Pradesh,Kadapa YSR,Rice,65.32,187.93,2.877066748,607,65.32,1535.9,472.55,91216
53,2010,1,Andhra Pradesh,Kadapa YSR,Rice,70.38,129.55,1.840721796,907.4,70.38,1535.9,535.6,97499
53,2011,1,Andhra Pradesh,Kadapa YSR,Rice,53.9,158.66,2.943599258,658.7,53.9,1535.9,432.97,97855
53,2012,1,Andhra Pradesh,Kadapa YSR,Rice,30.75,80.8,2.627642276,558.2,30.75,1535.9,425.11,67417
53,2013,1,Andhra Pradesh,Kadapa YSR,Rice,62.71,178.29,2.843087227,689.2,62.71,1535.9,418.87,77696
53,2014,1,Andhra Pradesh,Kadapa YSR,Rice,45.89,165.84,3.613859229,432.6,45.89,1535.9,354.73,60921
53,2015,1,Andhra Pradesh,Kadapa YSR,Rice,40.26,123.13,3.058370591,1012.5,40.26,1535.9,396.86,75943
53,2016,1,Andhra Pradesh,Kadapa YSR,Rice,50.33,165.64,3.291078879,888,50.33,1535.9,375.05,78976
53,2017,1,Andhra Pradesh,Kadapa YSR,Rice,54.98,139.76,2.542015278,1015,54.98,1535.9,371.03,84063
54,2000,1,Andhra Pradesh,Chittoor,Rice,75.22,186.42,2.478330231,657,70.82,1498.77,481.82,48075
54,2001,1,Andhra Pradesh,Chittoor,Rice,86.43,225.88,2.613444406,586.2,83.99,1499,471,46858
54,2002,1,Andhra Pradesh,Chittoor,Rice,50,127,2.54,803,49.15,1499,363,40634
54,2003,1,Andhra Pradesh,Chittoor,Rice,45.78,85.28,1.862822193,1347,44.1,1498.77,390.34,36270
54,2004,1,Andhra Pradesh,Chittoor,Rice,44.88,112.51,2.506907308,741.2,42.71,1498.77,443.01,45582
54,2005,1,Andhra Pradesh,Chittoor,Rice,82.59,230.79,2.794406102,1072,81.03,1498.77,457.55,52133
54,2006,1,Andhra Pradesh,Chittoor,Rice,46.21,127.62,2.761739883,970,45.47,1515.1,346.4,47563
54,2007,1,Andhra Pradesh,Chittoor,Rice,52.44,157.43,3.002097635,709,51.57,1515.1,408.51,52008
54,2008,1,Andhra Pradesh,Chittoor,Rice,55.52,164.88,2.969740634,1086,55.14,1515.1,431.39,67749
54,2009,1,Andhra Pradesh,Chittoor,Rice,54.91,170.13,3.098342743,952.5,54.47,1515.1,404.48,76023
54,2010,1,Andhra Pradesh,Chittoor,Rice,61.58,185.14,3.006495615,1002.5,61.13,1515.1,437.63,67756
54,2011,1,Andhra Pradesh,Chittoor,Rice,51.11,168.93,3.305224027,856,50.82,1515.1,408.35,69611
54,2012,1,Andhra Pradesh,Chittoor,Rice,47.51,171.41,3.607872027,600.4,47.35,1515.1,401.09,53288
54,2013,1,Andhra Pradesh,Chittoor,Rice,49.86,169.02,3.389891697,1418.9,49.68,1515.1,417.07,47808
54,2014,1,Andhra Pradesh,Chittoor,Rice,40.97,132.42,3.232121064,NA,40.91,1515.1,378.84,50883
54,2015,1,Andhra Pradesh,Chittoor,Rice,88.15,334.55,3.795235394,NA,88.1,1515.1,430.2,67508
54,2016,1,Andhra Pradesh,Chittoor,Rice,46.7,170.2,3.644539615,NA,46.68,1515.1,404.22,60481
54,2017,1,Andhra Pradesh,Chittoor,Rice,64.81,246.15,3.798024996,NA,64.77,1515.1,420.58,68242
44,2000,1,Andhra Pradesh,Srikakulam,Wheat,0,0,0,982,0,899.31,638.03,56733
44,2001,1,Andhra Pradesh,Srikakulam,Wheat,0,0,0,1053,0,899,614,52182
44,2002,1,Andhra Pradesh,Srikakulam,Wheat,0,0,0,799,0,899,539.5,44893
44,2003,1,Andhra Pradesh,Srikakulam,Wheat,0,0,0,1306,0,899.31,620.14,55358
44,2004,1,Andhra Pradesh,Srikakulam,Wheat,0,0,0,970,0,899.31,631.74,57747
44,2005,1,Andhra Pradesh,Srikakulam,Wheat,0,0,0,1176,0,899.31,581.6,57448
44,2006,1,Andhra Pradesh,Srikakulam,Wheat,0,0,0,1277,0,910.65,657.15,65354
44,2007,1,Andhra Pradesh,Srikakulam,Wheat,0,0,0,1203,0,910.65,674.95,64004
44,2008,1,Andhra Pradesh,Srikakulam,Wheat,0,0,0,1026,0,910.65,634.99,72641
44,2009,1,Andhra Pradesh,Srikakulam,Wheat,0,0,0,803,0,910.65,591.49,77254
44,2010,1,Andhra Pradesh,Srikakulam,Wheat,0,0,0,1621.7,0,910.65,637.64,84205
44,2011,1,Andhra Pradesh,Srikakulam,Wheat,0,0,0,934.6,0,910.65,617.88,84582
44,2012,1,Andhra Pradesh,Srikakulam,Wheat,0,0,0,1289.2,0,910.65,608.88,74622
44,2013,1,Andhra Pradesh,Srikakulam,Wheat,0,0,0,1421.9,0,910.65,592.96,72867
44,2014,1,Andhra Pradesh,Srikakulam,Wheat,0,0,0,1274.3,0,910.65,605.4,76244
44,2015,1,Andhra Pradesh,Srikakulam,Wheat,0,0,0,952.4,0,910.65,594.94,82725
44,2016,1,Andhra Pradesh,Srikakulam,Wheat,0,0,0,NA,-1,910.65,599.15,83258
44,2017,1,Andhra Pradesh,Srikakulam,Wheat,0,0,0,NA,0,910.65,635.83,87531
45,2000,1,Andhra Pradesh,Visakhapatnam,Wheat,0,0,0,1071,0,1449.3,660.01,42775
45,2001,1,Andhra Pradesh,Visakhapatnam,Wheat,0,0,0,1092,0,1449,607,41101
45,2002,1,Andhra Pradesh,Visakhapatnam,Wheat,0,0,0,708,0,1449,535.5,33325
45,2003,1,Andhra Pradesh,Visakhapatnam,Wheat,0,0,0,1234,0,1449.3,588.02,42565
45,2004,1,Andhra Pradesh,Visakhapatnam,Wheat,0,0,0,946,0,1449.3,605.6,45010
45,2005,1,Andhra Pradesh,Visakhapatnam,Wheat,0,0,0,1325,0,1449.3,552.86,46971
45,2006,1,Andhra Pradesh,Visakhapatnam,Wheat,0,0,0,1207,0,1443.05,582.88,54175
45,2007,1,Andhra Pradesh,Visakhapatnam,Wheat,0,0,0,1238,0,1443.05,599.22,48838
45,2008,1,Andhra Pradesh,Visakhapatnam,Wheat,0,0,0,1030,0,1443.05,582.71,50823
45,2009,1,Andhra Pradesh,Visakhapatnam,Wheat,0,0,0,873,0,1443.05,502.01,63015
45,2010,1,Andhra Pradesh,Visakhapatnam,Wheat,0,0,0,1793.8,0,1443.05,576.86,59472
45,2011,1,Andhra Pradesh,Visakhapatnam,Wheat,0,0,0,932.8,0,1443.05,550.09,59215
45,2012,1,Andhra Pradesh,Visakhapatnam,Wheat,0,0,0,1217.9,0,1443.05,546.4,49408
45,2013,1,Andhra Pradesh,Visakhapatnam,Wheat,0,0,0,1082.5,0,1443.05,547.85,68094
45,2014,1,Andhra Pradesh,Visakhapatnam,Wheat,0,0,0,1092.6,0,1443.05,549.2,59264
45,2015,1,Andhra Pradesh,Visakhapatnam,Wheat,0,0,0,1210.4,0,1443.05,536.83,57933
